baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R30W7	R8W7	R14W7	R2W7	R16W7	R10W7	R4W7	R18W7	R6W7	R12W7	R20W6	R1W7	R9W7	R3W7	R17W7	R19W7	R23W7	R11W7	R21W7	R7W7	R29W7	Significant	Description	Symbol	KO	Phylum
198.200125321982	0.527118433589139	0.264566186776191	1.99238776508902	0.0463285287162688	0.181420026600561	222	156	172	287	84	163	284	338	156	228	283	114	111	253	396	149	173	171	154	84	205	Yes	CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	csn1, cas9	K09952	K09952
12.9645792556028	1.64159104839855	1.37486852836832	1.19399856388216	0.232478529822017	NA	0	0	6	43	8	18	0	0	0	23	38	0	0	0	69	16	20	13	0	0	8	No	CRISPR-associated protein Csn2	csn2	K19137	K19137
38.4951750480137	0.522862103407224	0.674173545312953	0.775560101760608	0.438008765764217	NA	12	13	123	11	4	43	52	103	42	0	76	22	0	33	47	34	15	98	60	37	36	No	short-chain fatty acids transporter	atoE	K02106	K02106
195.680313384817	0.302906121485249	0.313801685697585	0.965278821915457	0.334405176362101	0.561834389505091	181	347	139	254	133	58	169	478	116	114	150	291	54	325	199	322	233	280	84	148	175	No	3-dehydroquinate dehydratase I [EC:4.2.1.10]	aroD	K03785	K03785
119.444896533667	0.60557553347069	0.529701572568484	1.14323907050964	0.25293934461982	0.470593513053043	91	30	283	32	34	65	169	257	196	26	159	26	313	14	285	60	131	11	32	228	154	No	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	iorB	K00180	K00180
217.327343358514	0.565236558137024	0.374739103497672	1.50834688150055	0.131465770370063	0.328828758138121	149	144	399	70	80	151	314	488	272	48	265	112	406	54	645	139	161	133	97	368	273	No	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	iorA	K00179	K00179
51.3631403014142	-0.689715927072911	0.442698615574279	-1.55798076345505	0.119237808263644	NA	39	50	83	6	27	45	59	62	153	21	23	9	79	55	48	152	20	68	30	97	39	No	copper/silver efflux system protein	cusA, silA	K07787	K07787
262.749704119619	-0.794226058069996	0.348575042434243	-2.27849375710776	0.0226971760312342	0.126699537024268	409	444	88	143	365	261	177	109	317	383	132	113	514	141	216	146	237	205	419	194	155	Yes	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	gmd, GMDS	K01711	K01711
301.679225751585	0.520315595800828	0.303478386340456	1.71450626871699	0.0864357867753738	0.259801665024203	403	342	307	505	153	177	615	550	116	201	281	345	91	478	235	481	330	172	140	138	350	No	fumarate reductase flavoprotein subunit [EC:1.3.5.4]	frdA	K00244	K00244
282.12881444193	-0.49395822169357	0.288126851729419	-1.71437760392235	0.0864593989771647	0.259801665024203	193	322	126	312	308	227	143	144	385	288	266	291	694	256	301	214	179	255	255	373	198	No	undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]	rfbP	K00996	K00996
153.59464097178	-1.05722822270147	0.432739428603116	-2.44310583418341	0.0145614663651933	0.0997025215217834	169	217	52	76	225	193	34	22	310	217	126	94	472	70	54	68	99	86	160	168	111	Yes	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	wcaJ	K03606	K03606
59.3579303625992	0.728153448684008	0.63992239359827	1.13787774262691	0.255171536373592	NA	15	117	22	18	16	8	66	92	64	9	13	146	69	16	81	41	37	27	20	364	7	No	PucR family transcriptional regulator, purine catabolism regulatory protein	pucR	K09684	K09684
269.890950347369	-0.233797027212451	0.247976882492176	-0.942817833915742	0.345774088117994	0.571565057639646	355	302	163	222	241	204	211	241	235	223	216	223	521	329	179	317	221	285	199	486	212	No	altronate hydrolase [EC:4.2.1.7]	uxaA	K01685	K01685
130.293315631336	-0.991738244309489	0.383378759788108	-2.58683669605906	0.00968614861356521	0.078779673592492	251	152	47	33	154	133	77	60	264	111	67	58	426	115	62	103	93	83	124	175	77	Yes	galactarate dehydratase [EC:4.2.1.42]	garD	K01708	K01708
172.911390339312	0.00768021813285623	0.384017684922073	0.0199996469808799	0.984043654178375	0.993978471484567	139	116	56	435	214	145	141	67	161	183	120	264	150	154	79	90	143	160	225	158	150	No	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	BCP, PRXQ, DOT5	K03564	K03564
98.1737959682172	0.135363310158157	0.469137942237874	0.288536266140507	0.772936273961274	0.877778367875431	120	55	55	150	129	56	62	99	135	35	61	119	156	14	38	9	114	149	114	114	179	No	ATP-dependent target DNA activator	MuB	K07132	K07132
349.533225555871	0.265056764648391	0.22749871631884	1.1650912538641	0.243982056777586	0.467184780489903	459	537	430	206	217	226	719	407	237	282	478	263	161	394	495	393	258	295	291	326	360	No	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4]	cas3	K07012	K07012
56.5177733985944	-0.953638919569456	0.624018355458614	-1.52822254542271	0.126457292956225	NA	82	118	8	24	100	113	101	17	97	122	77	0	25	33	10	58	15	35	58	26	8	No	uncharacterized protein	K09702	K09702	K09702
0.514422390947523	-2.90228354084542	3.05698715021518	-0.949393438124571	0.342420546489726	NA	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	3	0	45	0	0	0	No	muconate cycloisomerase [EC:5.5.1.1]	catB	K01856	K01856
90.8403129632867	0.282593611702414	0.476567130275323	0.592977554996615	0.553196173399536	0.743915015438488	26	14	49	62	23	129	146	47	172	57	85	137	175	21	120	74	89	52	39	252	115	No	xylose isomerase [EC:5.3.1.5]	xylA	K01805	K01805
177.847071121155	-0.454568452152264	0.353231509522531	-1.28688534260919	0.198134254830944	0.416456558736048	155	207	90	12	69	260	169	199	234	177	108	78	221	236	497	396	97	357	138	161	102	No	translocation and assembly module TamB	tamB	K09800	K09800
348.828412262466	-0.977310996148407	0.529352902993344	-1.84623715223244	0.0648577786768199	0.224145794701756	393	425	137	98	824	322	227	145	364	786	246	117	848	75	141	110	188	64	555	224	271	No	maltose phosphorylase [EC:2.4.1.8]	mapA	K00691	K00691
321.229170280356	-1.01264443633437	0.556834473506666	-1.81857353399339	0.0689765186301262	0.230420724171757	393	408	90	75	806	326	191	95	301	786	249	106	676	64	140	112	149	64	547	182	219	No	glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]	K16153	K16153	K16153
152.24381997162	-0.908405027378617	0.681905564217689	-1.33215664315744	0.182808720392623	0.398082344796698	382	468	17	46	235	200	118	15	139	330	164	6	152	50	37	62	75	10	233	86	67	No	glycogen synthase [EC:2.4.1.11]	GYS	K00693	K00693
30.4902681490721	-0.666195507055143	0.62892049882977	-1.05926823548403	0.289477636856067	NA	10	38	27	0	6	37	8	38	78	4	26	3	73	13	39	66	28	87	23	26	61	No	general secretion pathway protein D	gspD	K02453	K02453
141.354800364761	-0.353156367508822	0.442627739569412	-0.797863161157436	0.424949903355168	0.635994582358782	248	143	34	248	219	242	82	58	21	110	81	137	57	167	159	112	135	104	187	136	49	No	glyoxylase I family protein	yaeR	K08234	K08234
447.11507516386	-0.572503477715984	0.432781598117869	-1.3228461658392	0.185886541058241	0.403426213294512	778	1154	173	157	444	558	346	203	551	1072	205	172	262	296	346	285	267	310	629	302	298	No	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	manC, cpsB	K00971	K00971
130.881258939321	-0.728541030214293	0.475325740568066	-1.53271949746211	0.125344983052508	0.318697981052185	160	229	45	45	184	116	70	79	196	319	48	130	226	48	37	74	79	15	205	84	119	No	zinc/manganese transport system permease protein	ABC.ZM.P	K02075	K02075
139.443185446039	-0.739748467320717	0.67311663260377	-1.09899002860648	0.271772415282334	0.493481490907395	298	98	111	56	177	78	62	0	489	230	66	106	393	13	73	22	45	105	179	49	160	No	23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	ermC, ermA	K00561	K00561
48.8580397799916	0.0697750981432121	0.667356460632997	0.104554465655475	0.91672934773345	NA	34	37	3	24	18	11	15	68	65	230	14	4	93	11	20	26	73	39	92	35	20	No	DNA repair protein RadD	radD	K19789	K19789
137.222939775835	-0.985916194499169	0.446236831397019	-2.20940120835072	0.0271467470644014	0.137520609812322	228	276	93	21	223	294	65	75	147	264	110	28	89	67	64	131	75	51	199	80	71	Yes	uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23]	UMPS	K13421	K13421
15.8136943212317	2.0544096642417	1.06662840043106	1.92607815750213	0.0540946155137441	NA	0	0	19	8	0	0	37	21	24	6	13	22	0	14	0	17	11	21	0	109	21	No	IclR family transcriptional regulator, KDG regulon repressor	kdgR	K19333	K19333
148.316150820343	-1.11193876201771	0.517000863169817	-2.15074836664726	0.0314960665208484	0.150210479193783	304	281	29	11	186	147	202	96	142	180	116	0	215	97	99	507	104	38	201	74	69	Yes	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	nuoI	K00338	K00338
143.765247916956	-0.711238798508892	0.493429211105029	-1.44142013180793	0.149466026152946	0.357719230450782	268	302	53	41	208	122	62	89	179	251	126	0	207	87	91	71	117	124	217	106	120	No	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	nuoH	K00337	K00337
198.761182527841	-1.33755580744799	0.612049881440657	-2.18537058499157	0.0288616858084733	0.141897379122249	373	380	29	39	362	149	68	27	165	302	166	13	254	73	56	57	98	112	694	99	150	Yes	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	nuoD	K00333	K00333
194.580811614505	-1.3683120270285	0.589346707164357	-2.32174373826934	0.0202467383194154	0.117431082252609	365	318	29	39	362	149	68	36	153	297	166	13	254	78	44	109	95	119	691	99	116	Yes	NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	nuoCD	K13378	K13378
158.660668709973	-0.541581309686688	0.390086783016733	-1.38836108595727	0.165027119699413	0.37355120646892	188	148	71	57	210	211	101	77	162	365	121	147	218	104	115	113	119	66	254	74	132	No	large subunit ribosomal protein L25	RP-L25, rplY	K02897	K02897
89.7411400643111	1.4793198869284	0.482634303139644	3.06509478772043	0.00217601020969814	0.0382703237745121	33	96	199	197	59	20	155	158	31	22	49	142	0	49	188	60	85	136	23	115	102	Yes	germination protein M	gerM	K06298	K06298
161.544395136634	-0.875916662665602	0.611221333755964	-1.43305970242086	0.151840776343711	0.359796927369611	317	396	45	20	314	208	69	38	127	480	87	44	168	48	88	44	70	49	266	74	58	No	maltose/moltooligosaccharide transporter	malY, malT	K16211	K16211
18.6918273063183	0.59235419628897	1.25899397754078	0.47049803800176	0.637999235647473	NA	74	56	0	0	4	0	33	45	11	42	22	0	0	0	21	0	22	32	31	0	0	No	pectate lyase C [EC:4.2.2.2 4.2.2.10]	pelC	K19551	K19551
32.4736436738489	0.387948589215188	0.610842020545299	0.635104619798202	0.52536018422125	NA	36	17	74	4	8	23	55	11	3	61	44	34	14	64	29	32	35	3	47	37	20	No	polyhydroxybutyrate depolymerase	lpqC	K03932	K03932
266.411455194086	-0.578314685939952	0.459763064720894	-1.25785373014038	0.208444659876338	0.428201719688826	430	427	85	111	406	341	111	139	244	679	117	77	277	91	163	247	208	197	388	247	143	No	GDP-L-fucose synthase [EC:1.1.1.271]	TSTA3, fcl	K02377	K02377
111.819067547544	0.385052498993225	0.457954770305926	0.840809014252651	0.4004549363866	0.620546481245794	34	114	92	184	156	62	127	126	56	92	81	6	47	70	197	81	135	136	100	335	43	No	flagellar hook protein FlgE	flgE	K02390	K02390
97.3027749771979	0.217319122319713	0.552386991299339	0.393418247972366	0.694010594104692	0.832563068827032	17	111	54	147	141	84	103	100	33	45	72	0	29	91	207	67	149	105	85	302	33	No	flagellar basal-body rod protein FlgG	flgG	K02392	K02392
205.923633718494	-0.186896496420862	0.402335499142035	-0.464528973504479	0.642268806258633	0.8027357160047	236	164	113	206	369	209	211	118	15	295	196	293	153	130	327	251	146	103	278	94	120	No	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	pdxS, pdx1	K06215	K06215
275.774496755072	-0.770811959808059	0.392625140930945	-1.96322619071312	0.0496198973864529	0.188404961423704	710	466	113	92	416	243	181	167	261	356	178	131	654	139	95	148	160	109	385	179	229	Yes	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	spoT	K01139	K01139
45.5419695857647	-0.0352843830685743	1.06375493975521	-0.0331696537895222	0.97353929756828	NA	0	0	29	3	27	5	52	19	139	0	30	154	203	7	7	0	71	18	8	111	61	No	6-phosphogluconolactonase [EC:3.1.1.31]	PGLS, pgl, devB	K01057	K01057
11.6685264413295	0.951498839768041	1.20982272116883	0.786477905497409	0.431587558191834	NA	26	30	16	28	0	8	25	13	0	0	16	9	0	0	54	9	6	0	9	0	0	No	teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]	tuaG	K16698	K16698
65.8137235640847	0.405673787322081	0.518307606642458	0.782689241143869	0.433809621693332	0.643002261487673	9	33	70	9	49	56	8	60	57	30	18	181	61	67	132	74	71	217	38	140	46	No	ferredoxin-nitrite reductase [EC:1.7.7.1]	nirA	K00366	K00366
228.511583824408	-0.738490283980938	0.353201462769238	-2.09084718446771	0.0365417648515481	0.160000156385006	269	164	222	38	527	164	129	128	406	347	179	102	287	214	122	159	188	247	319	228	114	Yes	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	pcaC	K01607	K01607
110.485132301712	0.662451462762275	0.364102090069989	1.81941131575195	0.0688487016204361	0.230378347729921	125	90	264	38	50	129	219	256	49	30	88	160	54	55	171	80	57	123	95	133	111	No	formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]	fdhB	K15022	K15022
171.823991069505	1.11205887366736	0.298556715693058	3.72478264669369	0.000195483577925009	0.0113674016262677	120	73	331	271	109	108	248	416	46	63	201	170	61	154	390	150	138	178	77	177	214	Yes	oligoendopeptidase F [EC:3.4.24.-]	pepF, pepB	K08602	K08602
227.669245578918	-0.361131249532851	0.33571504752937	-1.07570766395646	0.282058018794799	0.505733060580998	347	428	141	190	247	313	143	143	167	277	106	215	139	159	112	237	131	156	269	401	181	No	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	pdxA	K00097	K00097
133.473517589165	-1.73146974756718	0.615219451387365	-2.8143936991306	0.00488693372149823	0.0546299127190948	195	395	12	11	231	105	37	40	138	166	40	4	282	51	45	40	83	57	405	76	99	Yes	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	nuoJ	K00339	K00339
93.3001533936266	-1.14053649725871	0.628924548107488	-1.81347110824458	0.0697591908185915	0.231873988086381	147	178	22	0	194	108	28	25	127	176	47	0	122	64	30	45	80	64	172	77	78	No	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	nuoK	K00340	K00340
58.2788053303336	-0.205600194098288	0.927463161665315	-0.221680172966784	0.824562865793239	NA	83	165	25	129	54	35	68	33	0	69	41	77	0	159	11	71	62	0	29	0	54	No	LytTR family transcriptional regulator, CO-responsive transcriptional regulator RcoM	rcoM	K21696	K21696
147.770302349257	-0.931609189564008	0.504549615016316	-1.8464174024469	0.0648316223158824	0.224145794701756	289	274	125	26	206	150	59	51	178	281	95	3	448	39	60	108	94	79	166	82	98	No	MFS transporter, NHS family, nucleoside permease	nupG	K03289	K03289
147.770302349257	-0.931609189564008	0.504549615016316	-1.8464174024469	0.0648316223158824	0.224145794701756	289	274	125	26	206	150	59	51	178	281	95	3	448	39	60	108	94	79	166	82	98	No	MFS transporter, NHS family, xanthosine permease	xapB	K11537	K11537
110.087787886144	0.193693802104426	0.410551264670468	0.47178956386822	0.637077000719874	0.797741601026576	162	141	45	137	87	48	150	66	20	86	73	146	48	281	34	160	173	155	51	126	108	No	GntR family transcriptional regulator, rspAB operon transcriptional repressor	rspR	K22293	K22293
92.8070023875821	1.11595134315214	0.655584754969448	1.70222283952308	0.088713602840209	0.263376734841629	10	0	34	409	92	33	76	30	54	61	6	156	84	117	129	9	181	64	24	166	53	No	hemerythrin	hr	K07216	K07216
95.7889075106807	-0.116377705301833	0.727763380021776	-0.159911460917903	0.872950820197463	0.940643290907443	0	19	75	28	49	24	23	67	247	0	97	143	248	144	119	128	117	131	27	297	107	No	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	tag	K01246	K01246
83.3014650205181	0.296825778014819	0.575070805855591	0.516155184704953	0.605746027800447	0.773626259778737	10	0	54	32	31	67	44	104	33	62	39	150	190	93	82	130	67	134	47	343	41	No	D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]	dtnK, denK	K22129	K22129
32.3997046117348	0.908059476857598	0.700473260137423	1.29635137917963	0.194854454840133	NA	11	47	7	70	36	13	17	42	30	11	30	8	0	20	55	8	49	9	8	166	12	No	chemotaxis protein CheC	cheC	K03410	K03410
50.3593878294581	0.241432738354075	0.608300599760308	0.396897090762706	0.691443349624584	NA	0	59	17	67	57	82	36	47	19	36	9	18	13	47	120	29	86	51	25	157	38	No	purine-binding chemotaxis protein CheW	cheW	K03408	K03408
131.242679345125	0.358307366619347	0.388020997467365	0.923422621347916	0.355787007546143	0.578804717154334	99	244	83	188	123	67	154	220	69	100	49	36	117	118	235	66	129	113	59	374	87	No	two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	cheA	K03407	K03407
124.257952986526	-0.710665650650168	0.449265373044297	-1.58183936107646	0.113686246863932	0.303719866454911	72	64	138	60	88	66	56	73	323	80	60	36	610	54	70	66	157	118	63	144	202	No	glycine dehydrogenase [EC:1.4.4.2]	GLDC, gcvP	K00281	K00281
191.434803352471	0.0529258831718456	0.396889920159909	0.133351542791819	0.893915366299252	0.950169058064601	112	107	282	74	114	117	227	249	364	85	155	79	554	72	182	89	167	120	91	572	227	No	glycine dehydrogenase subunit 2 [EC:1.4.4.2]	gcvPB	K00283	K00283
84.5182308614845	0.703988645257151	0.505706456980286	1.39208949290635	0.163895299581251	0.372675561888732	52	16	182	9	40	109	191	240	62	95	101	18	16	29	121	84	36	40	92	204	65	No	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	gcvPA	K00282	K00282
38.7342779185795	0.373305621756929	0.685506400376792	0.544569126636512	0.586049893267795	NA	37	84	52	18	33	16	170	27	64	0	56	61	35	6	74	12	25	0	12	20	40	No	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	agrC, blpH, fsrC	K07706	K07706
72.7655194733612	0.770979829813414	0.421206132312018	1.83040979384957	0.0671886843029553	0.22825901067948	50	14	55	126	50	23	165	160	35	7	135	61	40	103	56	105	70	121	45	111	60	No	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	celA, chbB	K02760	K02760
30.6531496299715	1.69619057673545	0.758897990455926	2.23507058664949	0.025412715032608	NA	27	14	27	9	13	7	147	118	10	19	122	0	0	8	47	39	29	54	14	0	15	Yes	@	@	K02787	K02787
30.6531496299715	1.69619057673545	0.758897990455926	2.23507058664949	0.025412715032608	NA	27	14	27	9	13	7	147	118	10	19	122	0	0	8	47	39	29	54	14	0	15	Yes	lactose PTS system EIICB component [EC:2.7.1.207]	lacE	K02788	K02788
382.412302753323	-0.669182962371491	0.479438123957741	-1.3957650193677	0.162785267454773	0.371929223566815	671	629	62	260	653	369	211	134	329	798	333	381	503	231	151	179	182	145	639	188	214	No	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	abnA	K06113	K06113
128.269517346631	-1.43816890973385	0.538891842778364	-2.66875242037267	0.00761335468920854	0.0702042522262963	195	102	44	20	535	153	75	16	116	200	73	18	109	48	32	90	95	20	253	58	79	Yes	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]	nqrE	K00350	K00350
180.125678267067	-1.12104605473566	0.634207562840693	-1.76763274426176	0.0771223202336672	0.245668800055239	309	229	68	24	290	212	134	44	136	401	118	6	434	53	32	76	83	27	442	124	108	No	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]	nqrF	K00351	K00351
55.9357212977296	-0.357791590580314	0.534020099648148	-0.66999648667916	0.502860029844919	NA	0	35	51	71	35	43	104	54	24	59	67	4	85	180	85	78	30	93	48	42	29	No	mannitol operon transcriptional antiterminator	mtlR	K03483	K03483
64.5069261128095	0.540163705681285	0.573085879759671	0.942552808852676	0.345909687557027	0.571565057639646	0	84	93	88	14	16	74	74	106	37	55	12	16	135	58	33	64	56	32	242	81	No	DeoR family transcriptional regulator, aga operon transcriptional repressor	agaR	K02081	K02081
32.7071899807458	-1.07435749945108	1.54253165010603	-0.696489760438449	0.486122167630917	NA	37	76	0	0	72	21	11	0	0	51	83	0	0	0	33	5	15	0	128	0	51	No	toxin YobL [EC:3.1.-.-]	yobL	K21487	K21487
13.0940570068155	1.60237429905695	0.989409844991801	1.61952532327009	0.105334282448585	NA	0	0	15	3	0	11	7	87	16	16	57	4	0	0	17	24	5	17	2	7	19	No	CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator	dnr	K21563	K21563
63.8712387917545	-0.0701604795128761	0.526821158822266	-0.133177034251478	0.894053373055605	0.950169058064601	11	16	42	63	4	95	76	30	173	9	58	162	104	82	33	48	93	84	32	63	75	No	aminopeptidase N [EC:3.4.11.2]	pepN	K01256	K01256
6.09183872395369	1.04635829831347	1.54393459199504	0.67772190851776	0.497948032703243	NA	0	0	8	10	9	7	38	0	0	3	0	0	0	0	0	4	2	0	4	35	2	No	uncharacterized protein	K09133	K09133	K09133
197.754319572496	-0.594140597090741	0.514091884511572	-1.15570895980049	0.247800222069514	0.468343263703898	331	347	118	34	271	193	148	80	162	487	182	19	310	82	123	98	148	67	327	129	138	No	dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]	preT	K17722	K17722
109.542142504574	0.696955795622741	0.589881260152663	1.18151879488826	0.237396691536343	0.462092198214223	20	40	193	36	11	36	40	133	311	0	91	181	116	80	63	92	100	329	33	490	55	No	arginine utilization regulatory protein	rocR	K06714	K06714
9.95136393245403	-1.32408747597904	1.27273371923893	-1.04034917592254	0.298177705075267	NA	8	14	34	0	16	17	18	6	33	0	0	0	0	17	0	33	0	33	5	0	0	No	formiminoglutamase [EC:3.5.3.8]	hutG	K01479	K01479
55.6789727610591	1.58556130078322	0.607869829282585	2.60838953407922	0.00909693680761019	NA	53	0	130	184	33	16	68	95	21	0	59	64	30	34	171	27	22	28	28	54	49	Yes	two-component system, OmpR family, response regulator VanR	vanRC, vanRE, vanRG	K18349	K18349
35.9154142360375	2.06733800543979	0.697660992664245	2.96324149863243	0.00304417631973781	NA	44	16	140	36	0	17	60	124	0	0	62	45	36	5	74	18	16	37	4	32	34	Yes	stage II sporulation protein M	spoIIM	K06384	K06384
24.3313597652531	-1.36795421590375	1.04222887606797	-1.31252764849947	0.189342163515292	NA	25	50	0	0	67	37	16	0	87	31	28	0	0	0	38	14	8	46	36	17	0	No	tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	tetX	K18221	K18221
193.442560677033	0.138002694121942	0.308574810661801	0.447226051361639	0.654711853461966	0.81019073517464	96	267	121	325	89	97	217	175	102	61	211	260	219	260	305	420	233	238	88	232	132	No	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	cobA, btuR	K19221	K19221
116.839807143466	-0.612617746883226	0.318341909791742	-1.92440180837012	0.054304237960564	0.200855416190552	151	270	129	71	89	73	115	59	174	33	81	109	101	265	58	189	135	103	80	76	131	No	L-Ala-D/L-Glu epimerase [EC:5.1.1.20]	ycjG, ykfB	K19802	K19802
5.49449406497115	-1.0838251222591	1.68937808791375	-0.641552728790001	0.521163634130122	NA	0	0	0	0	0	21	0	9	9	0	14	0	0	9	0	34	3	15	0	0	15	No	tRNA pseudouridine65 synthase [EC:5.4.99.26]	truC	K06175	K06175
188.982486168565	-0.221326160547519	0.519370578789047	-0.426143046191716	0.670003615198993	0.81848426984932	243	181	120	251	429	157	173	86	16	321	161	168	30	272	93	130	161	157	233	28	217	No	phenylacetic acid degradation protein	paaY	K02617	K02617
175.176808321336	-0.723286112437029	0.432762498193589	-1.67132345213859	0.0946578065792509	0.271361419720746	305	306	78	30	261	216	88	62	267	419	144	54	185	67	118	152	88	91	258	154	74	No	regulator of cell morphogenesis and NO signaling	ytfE, scdA	K07322	K07322
29.660614000302	0.0916169587835817	0.737963462684705	0.124148366980501	0.901197803035256	NA	0	17	19	37	20	24	33	36	0	29	59	0	67	9	78	61	17	46	24	10	49	No	localization factor PodJL	podJ	K13582	K13582
29.3512519353273	0.939079826249308	0.618526084433465	1.51825420121037	0.128950328435041	NA	0	17	83	8	37	23	13	49	7	19	57	10	15	17	67	14	47	92	7	36	20	No	two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]	cheBR	K13924	K13924
6.91879045405066	-0.787224264823377	1.79319405540319	-0.439006733516286	0.660656657309076	NA	0	0	0	0	0	0	0	0	23	0	0	21	41	19	18	0	2	8	0	22	0	No	6-oxocamphor hydrolase [EC:3.7.1.18]	camK	K20765	K20765
5.4617865494992	-0.879791859378426	1.84698789931268	-0.476338724095498	0.633833081537307	NA	0	0	22	0	0	9	0	0	0	0	10	0	42	5	0	4	0	0	0	7	13	No	3-(hydroxyamino)phenol mutase [EC:5.4.4.3]	glnA	K20712	K20712
65.3763986598661	0.613590678987244	0.516978836293231	1.18687775187612	0.235275844153378	0.461220738557529	113	0	120	41	48	37	51	171	47	25	130	59	139	36	106	58	12	45	24	80	71	No	lincosamide and streptogramin A transport system ATP-binding/permease protein	lsa	K19350	K19350
21.6069910000386	-0.911113997902928	1.14405556375856	-0.796389639424201	0.425805598280361	NA	38	30	0	2	11	93	0	10	0	81	12	3	0	25	0	32	20	21	26	0	0	No	conjugal transfer pilus assembly protein TraF	traF	K12057	K12057
7.09211490449009	5.93999823492102	2.06361279816212	2.8784461116985	0.00399639552081853	NA	34	0	72	0	0	0	20	7	0	0	21	0	0	0	0	0	0	0	0	0	0	Yes	two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]	arlS	K18940	K18940
48.6503001705235	0.703062637207969	0.555274655230468	1.26615293996475	0.205458332149013	NA	36	33	30	86	70	39	38	94	26	30	43	12	0	59	136	27	98	57	11	73	18	No	uncharacterized protein	K09749	K09749	K09749
14.4434307219117	-0.942315240732623	1.28327791761859	-0.734303324163251	0.462763892388936	NA	0	0	6	0	0	16	14	0	28	0	0	14	114	0	21	11	21	29	0	10	30	No	urease accessory protein	ureG	K03189	K03189
244.798057391787	-0.261292987083869	0.332489619913045	-0.785868103648482	0.43194476278633	0.640876405260512	195	485	77	251	260	174	197	152	164	417	207	351	282	168	234	189	213	148	308	171	181	No	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	nadC, QPRT	K00767	K00767
32.5977539590969	-0.776078392088802	0.947366738197779	-0.819195313490923	0.412674988324752	NA	50	19	42	21	5	0	22	0	153	0	18	0	179	0	9	13	42	37	14	55	31	No	translation initiation factor 1	EIF1, SUI1	K03113	K03113
252.945465111015	0.00776064434167181	0.242251305338272	0.0320355109370209	0.974443731789436	0.990257298087626	264	348	245	266	136	182	349	213	302	56	283	270	288	374	178	340	304	511	124	203	252	No	glutamate:Na+ symporter, ESS family	gltS	K03312	K03312
50.0268199570994	0.0193542660858054	0.626493008672973	0.0308930280432039	0.975354850086551	NA	101	77	61	62	37	52	65	25	0	66	38	47	33	111	37	40	66	13	34	0	37	No	CRISPR system Cascade subunit CasC	casC, cse4	K19124	K19124
38.1976784500667	0.0694267188021755	0.680623489156074	0.102004588305143	0.918753033142617	NA	85	22	36	55	39	42	65	8	16	16	42	45	0	103	27	49	61	0	24	8	31	No	CRISPR system Cascade subunit CasB	casB, cse2	K19046	K19046
