baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R2W0	R30W7	R14W7	R14W0	R2W7	R30W0	R20W0	R4W7	R18W7	R12W0	R18W0	R12W7	R4W0	R20W6	R1W7	R17W0	R17W7	R1W0	R7W0	R29W0	R23W7	R11W7	R11W0	R7W7	R29W7	R23W0	Significant	Description	Symbol	KO	Phylum
55.340190171025	-0.773924367655274	0.553215577530632	-1.39895621000011	0.161826114963479	0.983537789322935	175	16	17	67	0	48	26	86	31	97	39	57	117	54	11	78	121	0	22	37	14	94	85	38	15	89	No	MFS transporter, DHA1 family, multidrug resistance protein	mdtG	K08161	K08161
189.8908800662	0.330157676222481	0.254949820173565	1.29499081818421	0.195323396933274	0.983537789322935	16	155	215	146	148	179	149	191	291	64	157	63	230	214	146	175	355	338	186	232	188	296	248	286	179	281	No	type IV pilus assembly protein PilC	pilC	K02653	K02653
98.2665436298169	0.781455057991515	0.516814515530125	1.5120609706365	0.130518352572573	0.983537789322935	0	94	34	52	112	30	47	59	259	87	108	42	63	72	77	73	398	130	187	0	66	253	200	201	14	50	No	general secretion pathway protein G	gspG	K02456	K02456
98.598960469895	1.26594862291969	0.401430433594192	3.15359404015552	0.00161273258221111	0.983537789322935	0	111	153	72	102	23	110	83	298	50	68	41	55	80	156	93	271	53	129	8	92	177	105	170	81	36	Yes	type IV pilus assembly protein PilA	pilA	K02650	K02650
11.2770047556988	0.688671418171722	1.16870345631022	0.589261043469457	0.5556861734401	0.983537789322935	4	35	14	0	0	0	20	11	14	23	10	24	8	0	0	34	49	0	5	0	5	0	0	0	21	0	No	type IV pilus assembly protein PilE	pilE	K02655	K02655
1203.32959887162	0.263512582926664	0.187143627059273	1.40807671128017	0.159108356221575	0.983537789322935	251	1325	1789	1063	1272	1142	1146	1491	1443	1282	1069	1174	1500	1199	984	1286	1672	920	1135	1370	940	1081	994	590	1308	1822	No	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	DNMT1, dcm	K00558	K00558
501.311862889357	0.16248360615608	0.253196656722252	0.641728876911352	0.521049236263961	0.983537789322935	156	302	189	805	532	377	461	525	647	846	349	354	885	1020	380	529	917	335	390	324	341	552	516	286	652	312	No	putative transposase	K07496	K07496	K07496
82.2599470207866	-0.152922982697125	0.331898217980954	-0.460752647686409	0.644976078166132	0.983537789322935	58	50	89	198	60	83	71	112	96	44	89	52	105	75	18	82	177	176	92	7	43	132	90	42	81	115	No	preprotein translocase subunit SecF	secF	K03074	K03074
709.618234445407	-0.0885443742576583	0.276182745690356	-0.320600673428493	0.748513027209026	0.983537789322935	286	1078	359	548	518	1047	521	623	464	1458	956	1501	697	634	481	1259	673	528	544	469	503	409	561	305	534	728	No	preprotein translocase subunit SecD	secD	K03072	K03072
125.654290333101	-0.560918007340408	0.370647192322741	-1.51334751472227	0.130191409334349	0.983537789322935	355	23	118	136	29	21	75	133	137	102	116	76	111	118	71	176	80	310	26	204	141	105	134	117	123	161	No	imidazolonepropionase [EC:3.5.2.7]	hutI, AMDHD1	K01468	K01468
48.2747560550215	-0.472079362541528	0.569595459145225	-0.828797622877758	0.40721893357709	0.983537789322935	0	86	7	30	0	126	25	31	25	83	124	89	52	29	15	70	19	102	28	14	72	40	49	52	10	66	No	LysR family transcriptional regulator, cyn operon transcriptional activator	cynR	K11921	K11921
619.043877951772	-0.448162909591832	0.405483912648275	-1.10525447647186	0.269049337650273	0.983537789322935	559	1060	251	297	153	1199	319	422	239	1579	1019	1348	441	370	261	714	239	869	248	1043	431	266	334	544	432	411	No	putative transport protein	K07085	K07085	K07085
168.276188500639	-0.80193338274615	0.755344468335923	-1.06167903038049	0.288381422181681	0.983537789322935	179	283	0	0	28	285	90	38	35	847	425	515	60	93	48	277	30	86	30	174	42	80	47	71	87	18	No	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	ACP5	K14379	K14379
4.50949114874827	1.60169871147065	2.00485509193528	0.79890996507111	0.424342620307608	0.983537789322935	0	0	0	0	0	8	0	0	45	0	0	0	8	38	0	0	16	0	4	9	0	0	0	0	0	0	No	penicillin-binding protein 4B	pbpI	K21468	K21468
511.741564062157	0.0102307926128525	0.260257606397496	0.0393102539997497	0.968643031426987	0.992213692439161	296	863	551	389	316	832	459	568	510	686	763	852	435	448	214	456	450	513	196	978	324	268	359	462	370	351	No	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	xlyAB	K01447	K01447
206.207462264049	-0.107446143248279	0.367652738759442	-0.292248994556196	0.770096253633233	0.983537789322935	132	222	176	121	44	282	125	173	119	402	587	486	211	115	110	176	149	289	39	161	71	144	165	427	107	127	No	acetylornithine deacetylase [EC:3.5.1.16]	argE	K01438	K01438
205.233987322992	-0.0616736292228868	0.246445715885782	-0.250252389258291	0.802392173035408	0.983537789322935	41	107	137	416	198	123	220	222	212	128	125	149	254	142	283	294	269	134	357	348	191	263	251	152	179	231	No	GTP 3',8-cyclase [EC:4.1.99.22]	moaA, CNX2	K03639	K03639
153.070082020051	0.358310801742417	0.321771803994932	1.11355562325175	0.265469873182751	0.983537789322935	57	51	89	96	260	34	167	237	159	114	55	78	219	125	237	223	216	70	290	191	230	159	137	140	122	144	No	cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	moaC, CNX3	K03637	K03637
173.299911427279	0.191060034011811	0.292055802092059	0.65419016723245	0.512989295656811	0.983537789322935	95	73	135	136	234	83	164	261	156	88	44	79	202	109	250	276	180	160	312	271	200	151	133	293	134	222	No	molybdate transport system permease protein	modB	K02018	K02018
202.166476801304	0.00424171650528359	0.305314706963631	0.0138929321403075	0.988915400521788	0.99707753200863	68	67	136	204	223	140	171	257	174	110	69	85	273	166	290	312	212	145	554	272	215	170	112	362	123	309	No	molybdate transport system substrate-binding protein	modA	K02020	K02020
106.467339751684	0.614814528443183	0.365923670372578	1.68017151723798	0.0929239493627967	0.983537789322935	8	33	266	224	43	20	105	207	233	35	39	50	122	86	91	66	158	167	96	57	94	175	196	183	78	93	No	molybdate transport system regulatory protein	modE	K02019	K02019
202.879029273156	-0.50728112115057	0.340525763542487	-1.48969968049797	0.136303218669172	0.983537789322935	227	214	132	390	19	214	102	112	84	335	353	254	156	143	23	210	184	429	52	306	188	304	149	206	212	257	No	biopolymer transport protein ExbD	exbD	K03559	K03559
657.212310394944	-0.2328616362276	0.354534643877646	-0.656809257568532	0.511303570880916	0.983537789322935	362	1118	355	457	430	1453	567	442	373	1216	1532	1385	438	574	544	415	397	659	316	1017	330	324	327	466	283	501	No	uncharacterized protein	K09955	K09955	K09955
58.6712429094211	0.86969855765587	0.638157275347744	1.3628279285572	0.172936746952061	0.983537789322935	9	80	51	43	38	15	221	216	179	0	24	28	110	113	4	22	126	0	28	8	91	26	20	4	52	46	No	CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]	tarL	K18704	K18704
22.0711954971419	0.899176183654634	0.788002503980614	1.1410829015294	0.253835425926612	0.983537789322935	39	62	19	12	0	8	25	32	77	0	11	29	20	53	0	9	63	0	16	8	0	26	35	0	26	22	No	ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]	tarJ	K05352	K05352
33.6179482229027	0.290157175723136	0.764221962425703	0.379676573023567	0.704185512255409	0.983537789322935	37	7	32	11	0	0	122	94	92	0	13	13	43	92	0	17	100	0	26	42	22	28	54	4	30	36	No	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]	tarI	K21030	K21030
229.898704342298	0.54652657704493	0.304147412499808	1.79691345243739	0.0723493606496806	0.983537789322935	19	209	180	79	461	249	169	330	359	117	88	74	270	286	211	240	262	89	447	141	279	344	477	182	240	269	No	lipopolysaccharide transport system permease protein	wzm, rfbA	K09690	K09690
456.365767244513	-0.070536931239405	0.271485298466772	-0.259818603945651	0.795003699778152	0.983537789322935	240	575	241	122	564	524	458	362	270	606	374	549	500	310	436	660	314	373	1107	415	453	430	346	327	439	324	No	@	@	K07011	K07011
600.464051823518	0.131283402704149	0.282044082645003	0.465471218091074	0.641594043634713	0.983537789322935	83	895	383	403	983	496	677	560	521	385	149	424	653	457	808	1110	484	416	1435	677	501	542	510	510	475	799	No	O-antigen biosynthesis protein [EC:2.4.1.-]	rfbC	K20444	K20444
102.991259992257	0.237895229789125	0.356811866966372	0.666724545379387	0.504948097328598	0.983537789322935	121	30	214	84	54	84	139	144	227	77	60	56	65	125	34	48	57	196	124	101	134	51	76	161	113	35	No	phage shock protein C	pspC	K03973	K03973
15.3666457905989	1.7588897846243	1.05196235319802	1.67200829884946	0.094522685627497	0.983537789322935	4	0	13	0	47	9	31	22	51	0	0	8	25	66	0	0	53	0	0	0	24	3	17	0	13	9	No	two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]	nblS, dfr, dspA, hik33	K07769	K07769
16.3054958965699	1.06150771180271	0.930042637337128	1.14135381453262	0.25372271608692	0.983537789322935	0	21	13	0	6	51	0	46	75	0	19	0	12	69	0	11	24	0	7	0	18	18	48	4	11	13	No	argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	argHA	K14681	K14681
118.45576112521	0.437659925737832	0.376465363933628	1.16255031051141	0.245012001102155	0.983537789322935	4	106	169	237	41	41	66	278	201	32	23	64	147	133	37	136	228	147	105	176	64	125	153	257	89	210	No	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	mtnA	K08963	K08963
72.4486666073957	-0.362494563875506	0.611020614505945	-0.593260775937338	0.553006644640584	0.983537789322935	4	48	5	109	10	191	48	35	14	198	93	165	28	51	173	155	43	15	36	119	59	0	43	54	42	5	No	ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]	bcs1	K21681	K21681
326.53732611627	-0.456731937448726	0.313197144397559	-1.45828895830854	0.144760912418669	0.983537789322935	456	368	118	39	307	477	326	234	286	624	532	533	387	324	141	377	202	262	383	218	188	157	260	139	252	492	No	two-component system, LytTR family, response regulator	K02477	K02477	K02477
74.7424961608426	-0.250271308105814	0.417801527848436	-0.599019609608999	0.549159808000919	0.983537789322935	12	35	41	51	26	18	52	21	80	54	99	49	46	29	101	42	95	187	177	218	31	103	64	189	57	101	No	beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	iadA	K01305	K01305
331.96648784426	0.306056525204055	0.256435815617017	1.19350147898664	0.232673033276228	0.983537789322935	53	206	395	272	184	211	229	318	432	178	243	129	260	257	725	296	374	767	249	492	269	541	389	531	282	599	No	alcohol dehydrogenase [EC:1.1.1.-]	adh2	K19955	K19955
132.856060265874	-0.212474186768765	0.404445673329062	-0.525346667748608	0.599342221055839	0.983537789322935	79	213	103	128	33	169	128	153	123	225	336	232	92	137	18	182	149	136	67	233	99	22	13	87	113	63	No	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]	nqrB	K00347	K00347
3.37527562565056	5.26106892343011	2.19282677776546	2.39921774796606	0.016430141088642	0.983537789322935	0	0	14	0	0	0	0	17	0	0	0	12	0	0	0	0	43	0	0	0	3	0	0	0	0	0	Yes	enediyne biosynthesis protein E5	sgcE5, ncsE5, kedE5	K21163	K21163
200.764130534715	-0.873569051401455	0.422211629274774	-2.06903124128052	0.0385431551355104	0.983537789322935	245	346	156	168	49	416	132	61	72	629	578	389	104	73	33	287	76	260	52	183	90	61	69	120	95	140	Yes	MFS transporter, ACS family, hexuronate transporter	exuT	K08191	K08191
70.9451346634533	-0.700223183813767	0.680099322766099	-1.02958959136413	0.303202703408432	0.983537789322935	153	147	9	21	16	156	67	23	5	233	107	251	47	48	14	139	8	42	11	33	20	5	11	24	7	0	No	5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]	kdgD	K01707	K01707
114.738074372779	-0.156095291892094	0.43536395311882	-0.358539770630694	0.719939410741203	0.983537789322935	55	149	79	155	53	165	131	102	67	290	167	322	86	138	10	166	61	91	74	52	43	22	22	88	111	82	No	N-acylglucosamine 2-epimerase [EC:5.1.3.8]	RENBP	K01787	K01787
150.594158840951	0.143954819978916	0.35958163926973	0.400339740013624	0.688906301581206	0.983537789322935	121	220	27	118	184	179	119	111	48	233	275	304	82	89	154	228	224	162	39	133	154	111	61	80	128	109	No	aspartate 1-decarboxylase [EC:4.1.1.11]	panD	K01579	K01579
199.924125056772	-0.110184847026869	0.275456244524447	-0.400008528458283	0.689150235237009	0.983537789322935	119	202	57	165	220	295	169	237	120	316	437	255	155	172	174	268	227	207	95	248	190	202	136	107	162	126	No	pantoate--beta-alanine ligase [EC:6.3.2.1]	panC	K01918	K01918
181.631652713778	0.310850215640817	0.311830853017078	0.99685522658591	0.318834787055514	0.983537789322935	106	393	98	50	213	290	153	178	128	214	270	278	156	79	135	196	218	145	80	255	163	132	107	189	183	86	No	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	panB	K00606	K00606
30.3818267483655	0.342293132095053	0.598258493053042	0.572149223236694	0.567220884028908	0.983537789322935	33	0	12	87	6	0	24	46	15	37	18	23	26	88	5	22	50	31	19	7	20	48	11	104	19	45	No	4-oxalocrotonate tautomerase [EC:5.3.2.6]	praC, xylH	K01821	K01821
88.3832674699028	-0.0970150562026602	0.347182695114505	-0.279435172224421	0.779910882111539	0.983537789322935	74	33	47	72	40	28	38	72	56	28	109	36	73	60	76	81	135	268	68	131	139	131	91	142	101	245	No	dethiobiotin synthetase [EC:6.3.3.3]	bioD	K01935	K01935
148.286525767605	-0.134351461921385	0.288238991619549	-0.466111337562259	0.641135808379735	0.983537789322935	82	65	129	232	92	71	47	124	110	60	163	53	117	178	100	137	160	428	153	302	159	240	176	246	134	230	No	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	bioA	K00833	K00833
614.119709329216	0.094859316563992	0.194970070859602	0.486532708049843	0.626589520911952	0.983537789322935	554	576	603	453	860	371	628	517	560	519	364	377	637	511	534	814	541	570	948	760	785	611	568	646	550	676	No	acyl carrier protein	acpP	K02078	K02078
117.401964425253	-0.348410585583542	0.346269832772229	-1.0061823254835	0.31432787265013	0.983537789322935	217	60	93	174	33	31	49	84	120	121	101	119	77	103	44	125	70	321	49	242	135	117	108	139	149	106	No	glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	fctD	K00603	K00603
78.561083214044	-0.220987632805323	0.4401431250645	-0.502081300878978	0.615610333037292	0.983537789322935	123	60	54	61	33	31	18	52	71	121	90	119	40	35	17	113	13	159	27	210	121	56	45	96	121	39	No	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]	FTCD	K13990	K13990
163.117392624755	-0.493065032868363	0.318236564522832	-1.54936637657483	0.121293671727163	0.983537789322935	489	141	173	126	34	93	77	144	194	165	153	151	114	93	59	136	131	324	80	252	139	133	189	112	186	223	No	urocanate hydratase [EC:4.2.1.49]	hutU, UROC1	K01712	K01712
52.1580065270724	-0.169747903698553	0.628051646028162	-0.270276982429788	0.786947171977276	0.983537789322935	4	0	70	133	15	0	73	110	124	0	41	23	33	85	21	49	34	23	54	244	16	39	74	23	92	71	No	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	ppiC	K03769	K03769
138.668161656791	0.724581491157207	0.334317818559981	2.16734332102974	0.0302086855762413	0.983537789322935	152	66	134	128	368	74	127	204	165	16	61	36	135	107	232	132	216	101	76	85	181	129	70	98	157	277	Yes	foldase protein PrsA [EC:5.2.1.8]	prsA	K07533	K07533
1021.16827520477	-0.0140379164132515	0.218393933792047	-0.0642779594172167	0.948748902993013	0.991764749453245	285	1783	895	968	852	1019	806	1072	1106	1542	1333	1147	1208	1025	685	1888	1151	848	803	1331	643	680	730	698	734	959	No	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	gltB	K00265	K00265
1013.92531174441	0.0278642137810202	0.222511309749958	0.125226056205107	0.900344589739059	0.987399739357564	291	1904	817	733	852	1079	814	1077	1017	1467	1280	1131	1265	1060	720	1911	1160	810	780	1303	631	726	757	792	673	900	No	glutamate synthase (ferredoxin) [EC:1.4.7.1]	GLU, gltS	K00284	K00284
362.895297945765	0.134180713446795	0.220365821443204	0.608899840129601	0.542590830213525	0.983537789322935	176	335	319	332	449	376	343	429	139	359	288	391	413	326	539	507	380	269	457	367	401	227	325	280	276	452	No	F-type H+-transporting ATPase subunit delta	ATPF1D, atpH	K02113	K02113
333.542822220594	0.247798298347335	0.240221840938003	1.03153941947888	0.302287932593278	0.983537789322935	46	419	373	388	386	507	353	409	456	330	269	439	392	456	248	412	330	243	372	245	261	220	324	175	249	243	No	superoxide reductase [EC:1.15.1.2]	dfx	K05919	K05919
118.133863387099	-0.520637029309428	0.31686707001207	-1.64307710892645	0.100366980373174	0.983537789322935	224	92	96	149	4	126	65	164	163	123	83	48	158	69	65	107	145	221	57	111	89	213	216	98	62	242	No	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	glyS	K01879	K01879
69.5668378329034	-0.43590543219902	0.370465540107624	-1.17664231893845	0.239338299295564	0.983537789322935	75	40	43	70	2	67	25	100	66	48	83	25	79	64	18	92	109	193	27	68	59	169	146	67	47	166	No	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	glyQ	K01878	K01878
393.494432456356	0.523596490502646	0.288651966353448	1.81393702983306	0.0696874209451566	0.983537789322935	221	178	384	395	295	166	341	539	764	110	261	109	441	472	661	373	772	746	203	458	150	250	255	1109	235	489	No	ribose transport system substrate-binding protein	rbsB	K10439	K10439
50.6955400795492	0.262632104094506	0.387177616112021	0.678324606499254	0.497565900327592	0.983537789322935	6	33	54	42	29	28	52	84	35	32	50	35	46	112	16	47	89	23	38	110	40	23	44	104	38	147	No	inositol transport system substrate-binding protein	K17213	K17213	K17213
344.102680856603	-0.305601395873829	0.306942605824702	-0.995630421044774	0.319429748219815	0.983537789322935	233	353	231	374	123	487	239	367	235	640	692	758	311	220	98	383	218	662	147	419	265	202	223	253	305	160	No	glycine C-acetyltransferase [EC:2.3.1.29]	kbl, GCAT	K00639	K00639
297.158463099929	-0.21911512911387	0.311249623794152	-0.70398520146898	0.481441989541357	0.983537789322935	136	294	285	455	73	422	244	362	358	468	606	643	329	229	68	347	217	452	85	380	174	196	167	224	213	159	No	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	bioF	K00652	K00652
76.302628129001	-0.0437036470995217	0.498273429724265	-0.0877101697429592	0.930107036492448	0.989626375875376	0	108	29	112	3	82	30	260	86	123	41	80	93	116	31	118	112	202	19	32	46	84	58	29	18	175	No	6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]	bioW	K01906	K01906
145.946315838312	0.258737301142808	0.263384521082912	0.982355759097017	0.325924613591737	0.983537789322935	193	138	204	222	128	51	145	153	154	89	90	133	140	92	98	191	256	157	78	123	169	81	92	174	162	201	No	flotillin	FLOT	K07192	K07192
171.868880547356	-0.466250732826785	0.341088472364581	-1.36694954712049	0.171641120187438	0.983537789322935	111	200	85	301	31	383	97	171	75	379	315	308	151	132	58	258	152	228	70	102	96	193	108	155	107	99	No	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	lptB	K06861	K06861
15.865921238305	0.297528406502382	0.87642347815607	0.339480187281563	0.73424802011611	0.983537789322935	21	11	26	0	7	29	8	30	13	0	28	0	10	16	0	0	35	27	12	0	3	26	54	0	64	16	No	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	hemG	K00230	K00230
137.345196956337	0.497881911376418	0.47294617205305	1.0527242650366	0.292467384236866	0.983537789322935	0	10	223	130	180	49	247	274	216	37	5	38	136	234	99	156	127	48	274	218	147	203	187	117	190	79	No	uncharacterized protein	K09779	K09779	K09779
180.894599030095	0.0736302953338089	0.29883025722961	0.246395047196423	0.805376439846923	0.983537789322935	47	203	76	277	262	191	131	154	244	120	25	125	217	259	173	252	264	143	370	77	160	171	342	92	117	313	No	O-antigen biosynthesis protein WbqP	wbqP	K13012	K13012
168.213701003593	0.626891979052562	0.319612150677808	1.9614147263272	0.0498306635093215	0.983537789322935	31	51	295	221	228	42	109	283	245	63	34	50	259	136	218	198	194	157	266	90	214	277	158	252	141	239	Yes	molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	mocA	K07141	K07141
146.514613207342	-0.209422660328704	0.326508745326717	-0.641399850160669	0.521262930306649	0.983537789322935	262	168	73	165	34	222	104	134	66	100	204	182	94	132	345	118	91	143	215	145	110	55	146	101	105	129	No	carbonic anhydrase [EC:4.2.1.1]	cynT, can	K01673	K01673
200.727095959117	-0.0364246919275176	0.285905613141364	-0.12740110810454	0.898622939247334	0.987399739357564	281	259	137	219	90	230	184	117	117	340	249	269	195	219	278	205	301	155	151	47	142	191	202	170	117	140	No	aspartate ammonia-lyase [EC:4.3.1.1]	aspA	K01744	K01744
27.9702363155286	0.655398251111586	0.724478892706394	0.904647820260508	0.365651992766186	0.983537789322935	37	25	47	28	15	28	25	43	93	23	25	24	35	82	0	7	56	0	0	0	8	37	81	0	31	9	No	RNA polymerase nonessential primary-like sigma factor	rpoS	K03087	K03087
180.999832209716	-0.112503714385374	0.269419804923629	-0.417577744209507	0.676255871625659	0.983537789322935	213	112	165	184	82	83	107	130	211	96	141	109	127	175	216	116	173	481	87	415	176	202	243	183	231	298	No	histidine ammonia-lyase [EC:4.3.1.3]	hutH, HAL	K01745	K01745
34.4633224338833	-0.112871383278193	0.674378245434419	-0.167371032565683	0.867078116317025	0.986402244753425	94	10	78	42	0	27	23	52	69	0	0	5	72	55	18	45	63	18	19	35	1	3	39	35	48	50	No	formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4]	E4.3.1.4	K01746	K01746
23.6782371510895	0.0824274874142515	1.38541353319291	0.0594966668358465	0.952556520255853	0.992184955986867	0	0	15	0	0	0	15	17	10	101	59	60	33	13	0	47	178	0	0	0	0	0	21	0	21	12	No	arginine/ornithine permease	rocE, rocC	K02205	K02205
125.671762114682	-0.392951175591752	0.51291600176437	-0.766112139687682	0.443609580300595	0.983537789322935	397	0	31	270	25	68	55	82	40	191	152	96	97	86	413	93	260	17	43	89	81	130	243	31	63	100	No	amino acid transporter, AAT family	TC.AAT	K03293	K03293
222.174328756601	0.271853324929843	0.296762969392808	0.916062153866666	0.359634296440532	0.983537789322935	77	122	368	477	242	129	187	275	337	52	89	32	223	260	283	160	299	512	120	301	132	271	179	308	178	366	No	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	pgdA	K22278	K22278
203.47742190381	0.111821892973334	0.299204725796733	0.37373037031942	0.708604927745325	0.983537789322935	136	287	203	258	159	321	262	328	331	146	282	251	165	332	30	251	252	204	60	277	80	105	160	136	168	85	No	acetyl-CoA synthetase [EC:6.2.1.1]	ACSS1_2, acs	K01895	K01895
98.7684117762391	-0.523694914926421	0.496645447592631	-1.05446434164434	0.291670377922121	0.983537789322935	74	207	29	0	23	200	63	33	39	245	244	171	37	78	28	130	24	79	55	204	39	66	93	116	94	78	No	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	menI, DHNAT	K19222	K19222
125.410739363987	-0.600177353729549	0.452424718275963	-1.32657949374787	0.184647822924726	0.983537789322935	93	305	51	23	14	335	83	35	43	382	268	242	78	103	39	208	58	124	63	74	69	88	89	55	65	83	No	isochorismate synthase [EC:5.4.4.2]	entC	K02361	K02361
133.234157458252	-0.656261985590908	0.438486063330255	-1.49665414815392	0.134483272801356	0.983537789322935	192	305	65	49	14	335	83	53	38	382	240	242	78	103	39	208	62	130	67	88	72	59	76	51	99	82	No	menaquinone-specific isochorismate synthase [EC:5.4.4.2]	menF	K02552	K02552
205.638544682517	-0.131263606038514	0.397846921424309	-0.329934954802677	0.741449110885251	0.983537789322935	135	463	98	156	151	382	154	120	61	432	483	526	113	193	77	389	97	173	68	102	98	147	70	81	142	104	No	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	menD	K02551	K02551
146.082020586618	-0.321925665420704	0.503117399785941	-0.639861920016426	0.52226237253623	0.983537789322935	175	316	74	85	25	258	121	16	41	372	354	507	58	108	32	236	35	129	23	89	51	60	46	49	117	80	No	naphthoate synthase [EC:4.1.3.36]	menB	K01661	K01661
195.76797486716	-0.498754961416481	0.338320029785093	-1.47421056250586	0.1404249068248	0.983537789322935	152	304	106	280	42	359	143	129	125	363	455	382	150	183	174	297	52	164	96	262	121	88	189	94	92	120	No	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	dacB	K07259	K07259
158.339958141359	-0.359514695171512	0.464580414624571	-0.773848151696272	0.439020593632541	0.983537789322935	167	376	26	11	78	265	68	60	34	350	320	314	105	83	53	105	36	275	61	346	126	81	145	167	138	39	No	miniconductance mechanosensitive channel	ybdG, mscM	K16053	K16053
171.323668274509	-0.326760361049359	0.413900017344024	-0.789466893831423	0.429839171914566	0.983537789322935	111	320	98	93	34	250	114	165	109	467	441	386	119	156	53	254	151	190	31	227	92	62	61	64	107	56	No	@	@	K01144	K01144
345.682970330253	-0.253509834695885	0.256280061414652	-0.98919062722447	0.322569883309354	0.983537789322935	202	458	156	638	241	359	314	253	203	732	454	515	272	196	401	476	311	329	200	405	235	292	260	223	272	307	No	ribonuclease G [EC:3.1.26.-]	rng, cafA	K08301	K08301
248.540060485529	-0.310502310223353	0.360491443368866	-0.861330597258137	0.389055988453946	0.983537789322935	158	543	47	151	45	527	178	208	171	633	447	490	153	233	191	269	134	268	77	242	109	187	281	170	124	173	No	bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	thrA	K12524	K12524
366.01421840888	-0.302099217663419	0.449534376555981	-0.672026953706838	0.501566537223739	0.983537789322935	240	866	166	302	52	560	209	256	131	966	1012	953	221	153	79	477	129	318	184	287	186	265	285	264	291	148	No	outer membrane protein	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF	K12340	K12340
427.731948748018	-0.606756580960532	0.59516351352317	-1.01947879393469	0.30797571567589	0.983537789322935	221	669	103	184	51	1254	257	236	127	1708	1060	1448	248	266	53	565	139	289	71	226	182	135	214	165	176	32	No	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	fkpA	K03772	K03772
240.789340697175	-0.296488340415972	0.362669126655318	-0.817517452203081	0.413632779948318	0.983537789322935	13	406	44	195	33	365	152	231	131	509	400	440	314	255	95	378	211	401	139	168	136	362	223	150	182	324	No	heptosyltransferase II [EC:2.4.-.-]	waaF, rfaF	K02843	K02843
37.8519332838081	-0.159790331629041	0.53830536798452	-0.296839565667561	0.766588997089215	0.983537789322935	83	39	31	0	41	81	13	4	22	34	52	31	14	59	5	23	8	57	54	27	38	33	19	49	61	44	No	3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	cysQ, MET22, BPNT1	K01082	K01082
64.064832515472	-0.409065282060547	0.487644743626268	-0.838859205204631	0.40154832246875	0.983537789322935	174	35	18	0	17	8	27	24	73	49	40	61	73	70	36	72	95	127	27	140	31	101	65	93	52	145	No	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	mutM, fpg	K10563	K10563
153.573149852933	-1.77793813346267	0.587122031644693	-3.02822588428877	0.00245994136633521	0.983537789322935	151	252	15	13	19	452	75	89	22	942	600	915	83	137	7	209	45	78	44	42	36	111	66	58	30	115	Yes	L-lactate dehydrogenase complex protein LldF	lldF	K18929	K18929
