KEGG_ko	Description	Symbol	0505-0101	R1W5
K03928	carboxylesterase [EC:3.1.1.1]	yvaK	189.11484284217713	16.499049438926058
K03282	large conductance mechanosensitive channel	mscL	355.37808903827164	303.8507325461505
K00857	thymidine kinase [EC:2.7.1.21]	tdk, TK	278.4754943546862	215.40498484262312
K11189	@	@	550.9428767899689	705.2457725034517
K03702	excinuclease ABC subunit B	uvrB	429.0382547393189	421.7537752843692
K02114	F-type H+-transporting ATPase subunit epsilon	ATPF1E, atpC	503.63072935518295	462.14548179011837
K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	ATPF1B, atpD	557.9976047612388	546.5014026522894
K02115	F-type H+-transporting ATPase subunit gamma	ATPF1G, atpG	487.803868861254	528.2595237161388
K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	ATPF1A, atpA	694.1929005360179	606.9237764048603
K02109	F-type H+-transporting ATPase subunit b	ATPF0B, atpF	493.28829005351685	468.89337905410633
K02110	F-type H+-transporting ATPase subunit c	ATPF0C, atpE	448.59039992292804	446.36798135136127
K02108	F-type H+-transporting ATPase subunit a	ATPF0A, atpB	492.6599466130279	545.5788933991292
K01991	polysaccharide biosynthesis/export protein	wza, gfcE	152.38953067592826	101.4379546656605
K00243	uncharacterized protein	K00243	70.05737260154912	86.21134956537941
K11645	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	fbaB	95.94923726365326	53.335061702185456
K00847	fructokinase [EC:2.7.1.4]	E2.7.1.4, scrK	286.07466070561503	526.8017112840524
K00651	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	metA	199.38230440083163	320.2810255352743
K18139	outer membrane protein, multidrug efflux system	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC	70.55046897746756	43.90323311144005
K18300	outer membrane protein, multidrug efflux system	oprN	53.2819644067099	39.395703845933795
K03585	membrane fusion protein, multidrug efflux system	acrA, mexA, adeI, smeD, mtrC, cmeA	271.80057959232096	301.73747071698443
K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	fabH	287.94486137729604	321.1420239074098
K03816	xanthine phosphoribosyltransferase [EC:2.4.2.22]	xpt	178.67584953127826	298.95502414713354
K16345	xanthine permease XanP	xanP	36.837752633478935	51.891074368474854
K01620	threonine aldolase [EC:4.1.2.48]	ltaE	231.51877888370785	326.1234948360184
K02395	peptidoglycan hydrolase FlgJ	flgJ	53.687871816174784	21.71018308080441
K12308	beta-galactosidase [EC:3.2.1.23]	bgaB, lacA	252.62699501288188	206.45626375353734
K00895	diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	pfp, PFP	49.96006712664033	41.84165676659585
K07397	putative redox protein	yhfA	31.935064392503936	6.359726118727465
K04477	putative hydrolase	ycdX	113.22324667478591	80.91342901389584
K08223	MFS transporter, FSR family, fosmidomycin resistance protein	fsr	41.864596999195875	26.74203605249943
K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	thiD	270.07181179955376	353.53769645220336
K00858	NAD+ kinase [EC:2.7.1.23]	ppnK, NADK	367.6452616006976	265.4237268434931
K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	pdxJ	56.06993530902843	23.819048659513417
K01442	choloylglycine hydrolase [EC:3.5.1.24]	cbh	400.115747432353	143.76287960324493
K03502	DNA polymerase V	umuC	322.58023872721236	406.15599411593354
K11051	multidrug/hemolysin transport system permease protein	cylB	345.24119497207124	3.246861868096694
K11050	multidrug/hemolysin transport system ATP-binding protein	cylA	345.24119497207124	0
K03784	purine-nucleoside phosphorylase [EC:2.4.2.1]	deoD	295.0734829035465	175.4090805970124
K16509	regulatory protein spx	spxA	172.62059748603562	2.5903926126542647
K02778	glucose PTS system EIIB component [EC:2.7.1.199]	ptsGb	186.75807574948257	3.611747340146141
K02779	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	ptsG	186.75807574948257	3.611747340146141
K02803	N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]	nagEb	324.8460766468501	284.349296127166
K02804	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	nagE	324.8460766468501	284.349296127166
K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	E2.7.7.3A, coaD, kdtB	342.6276279738712	267.59644958788357
K00016	L-lactate dehydrogenase [EC:1.1.1.27]	LDH, ldh	280.7637218356347	120.76617620915552
K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	thyX, thy1	232.88847962344215	166.81525627631422
K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	E1.17.4.1B, nrdB, nrdF	293.6139256458078	187.7275978222997
K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	hprT, hpt, HPRT1	383.41539480612204	263.22624986903713
K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	adhE	281.56286472824263	99.66092392848712
K00925	acetate kinase [EC:2.7.2.1]	ackA	436.29122413708615	372.2800206328981
K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	guaA, GMPS	485.7949635203954	388.07429699941343
K08659	dipeptidase [EC:3.4.-.-]	pepDA, pepDB	387.2324018032457	239.57467841145294
K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	potA	355.20606145598333	311.27563956916424
K11071	spermidine/putrescine transport system permease protein	potB	329.54618538863286	259.2699724741813
K11070	spermidine/putrescine transport system permease protein	potC	332.03307450147634	229.18246043705855
K11069	spermidine/putrescine transport system substrate-binding protein	potD	349.6012814822471	341.4717913532911
K03839	flavodoxin I	fldA, nifF, isiB	45.495285468797945	14.114100597582901
K07017	uncharacterized protein	K07017	50.15256099198288	16.127713681133486
K03387	NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]	ahpF	31.902944606769392	53.84713670822732
K03386	peroxiredoxin 2/4 [EC:1.11.1.24]	PRDX2_4, ahpC	111.7355408496411	73.68904273940518
K01775	alanine racemase [EC:5.1.1.1]	alr	319.54914189428297	519.7448411730496
K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	murF	258.5851931690997	355.7339094745086
K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	fabI	37.801707249373514	43.75127625017279
K01129	dGTPase [EC:3.1.5.1]	dgt	222.5969772626555	180.0854280353858
K02838	ribosome recycling factor	frr, MRRF, RRF	349.59716306437446	247.82962496715993
K03332	fructan beta-fructosidase [EC:3.2.1.80]	fruA	28.49615879331623	53.49167465811525
K09903	uridylate kinase [EC:2.7.4.22]	pyrH	355.4259377820128	266.8750488978647
K00625	phosphate acetyltransferase [EC:2.3.1.8]	E2.3.1.8, pta	147.9422150539686	295.6364897412029
K13788	phosphate acetyltransferase [EC:2.3.1.8]	pta	57.030739749029046	49.74387069140101
K00796	dihydropteroate synthase [EC:2.5.1.15]	folP	93.83956626344188	59.15923082664969
K03455	monovalent cation:H+ antiporter-2, CPA2 family	TC.KEF	80.27343994992623	114.93809661026361
K07259	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	dacB	77.56053509273842	53.19655743061957
K12340	outer membrane protein	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF	130.69158290252463	102.35416495766158
K07240	chromate transporter	chrA	561.3574509994284	1518.0512522836518
K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	E3.4.21.102, prc, ctpA	247.95016589664039	422.9832752435076
K14274	xylono-1,5-lactonase [EC:3.1.1.110]	xylC	27.40543622918617	0
K12585	exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]	DIS3, RRP44	47.28567070909397	87.86888633254193
K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	tsaE	350.6813604276518	285.34194771613215
K03551	holliday junction DNA helicase RuvB [EC:5.6.2.4]	ruvB	445.15474829644216	372.5229729303539
K18954	AraC family transcriptional regulator, transcriptional activator of pobA	pobR	40.83473686866411	23.635549891918938
K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	deaD, cshA	300.20421396393016	414.2741956237215
K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13]	kdsD, kpsF	52.68559610551334	51.20778200159368
K03310	alanine or glycine:cation symporter, AGCS family	TC.AGCS	560.3843869150832	949.2600204454986
K03308	neurotransmitter:Na+ symporter, NSS family	TC.NSS	497.2784252840673	639.0236837695832
K09810	lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]	lolD	70.90509107966717	22.66249830314733
K22132	tRNA threonylcarbamoyladenosine dehydratase	tcdA	210.98115995464846	307.6733295173515
K01187	alpha-glucosidase [EC:3.2.1.20]	malZ	466.44075700058426	824.7773832233163
K02080	putative deaminase/isomerase [EC:3.5.99.-]	agaI	31.94128515793536	6.588582847722745
K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	nagB, GNPDA	348.669782341	366.1814318365298
K13668	phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]	pimB	41.26287176147268	25.857940032469763
K02805	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	wecE, rffA	81.87758704139912	19.536654276778545
K03497	ParB family transcriptional regulator, chromosome partitioning protein	parB, spo0J	917.2794618983835	951.7483437974455
K06921	uncharacterized protein	K06921	142.55762763877573	194.39316456509653
K01854	UDP-galactopyranose mutase [EC:5.4.99.9]	glf	440.4777561338154	258.79477658047756
K02888	large subunit ribosomal protein L21	RP-L21, MRPL21, rplU	322.8957309294936	215.02424646248735
K02899	large subunit ribosomal protein L27	RP-L27, MRPL27, rpmA	346.98066959485124	223.5103157725426
K01258	tripeptide aminopeptidase [EC:3.4.11.4]	pepT	429.91492486752463	511.7384264812987
K00605	aminomethyltransferase [EC:2.1.2.10]	gcvT, AMT	94.52238445204023	49.35262309022294
K22230	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-]	iolU	190.30829440120866	521.9638170903602
K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	E6.3.5.1, NADSYN1, QNS1, nadE	495.59320399381403	548.9253200608559
K10206	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	E2.6.1.83	276.4056494589367	370.1812149738526
K01778	diaminopimelate epimerase [EC:5.1.1.7]	dapF	260.16734819085417	304.4232046752374
K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	asnB, ASNS	217.30626609273594	378.3221784723157
K00266	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	gltD	521.9127826390252	813.7784727382312
K00265	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	gltB	241.4556552686226	500.2175043608557
K00284	glutamate synthase (ferredoxin) [EC:1.4.7.1]	GLU, gltS	222.37946546136362	500.5335829069128
K04762	ribosome-associated heat shock protein Hsp15	hslR	41.287609032262154	12.654765499553344
K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	PTH1, pth, spoVC	402.27361571876736	330.45008903463463
K02897	large subunit ribosomal protein L25	RP-L25, rplY	102.92852476415734	55.794383938811315
K07138	uncharacterized protein	K07138	284.7707814922611	312.0616006923028
K00793	riboflavin synthase [EC:2.5.1.9]	ribE, RIB5	124.75425054582757	271.75388799703154
K05516	curved DNA-binding protein	cbpA	179.79853772659618	374.7826698560581
K07058	membrane protein	K07058	130.79923603912027	132.14924110627751
K09704	uncharacterized protein	K09704	52.68092771422361	67.69126814417415
K04518	prephenate dehydratase [EC:4.2.1.51]	pheA2	200.70787521019304	345.43489493380235
K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	pheA	191.6207024723704	330.4902873401833
K00210	@	@	58.175717142332125	24.26665110318507
K04517	prephenate dehydrogenase [EC:1.3.1.12]	tyrA2	184.63715868647785	295.47923320362696
K02035	peptide/nickel transport system substrate-binding protein	ABC.PE.S	959.7237912732417	1302.5095385203301
K15580	oligopeptide transport system substrate-binding protein	oppA, mppA	466.73021266719826	1039.750806254228
K02033	peptide/nickel transport system permease protein	ABC.PE.P	843.6533281685389	637.0827297727338
K15581	oligopeptide transport system permease protein	oppB	534.5678023184995	675.5837012438448
K02034	peptide/nickel transport system permease protein	ABC.PE.P1	707.8715826465499	497.5328346485051
K15582	oligopeptide transport system permease protein	oppC	454.40383709953	631.8847724476865
K02031	peptide/nickel transport system ATP-binding protein	ddpD	451.17754169766926	246.44876960168594
K02032	peptide/nickel transport system ATP-binding protein	ddpF	617.505404972198	187.0389668175513
K01681	aconitate hydratase [EC:4.2.1.3]	ACO, acnA	271.182856088334	287.14050995204644
K06890	uncharacterized protein	K06890	343.26722196709187	239.73645313333853
K07816	GTP pyrophosphokinase [EC:2.7.6.5]	E2.7.6.5	211.56800632934113	268.3425580856854
K04095	cell filamentation protein	fic	110.36759646810599	214.72869221743133
K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	CRLS	206.18105210042253	314.7532635145883
K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	secA	502.0152829379237	647.9177504583606
K07485	transposase	K07485	59.966728861071545	27.90722479684427
K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	idsA	35.70755999057909	4.493287496999593
K02470	DNA gyrase subunit B [EC:5.6.2.2]	gyrB	668.803263287594	1043.7592943985192
K00852	ribokinase [EC:2.7.1.15]	rbsK, RBKS	511.6384019094454	282.5469466318113
K03724	ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	lhr	65.13455376643289	51.52888741768779
K02469	DNA gyrase subunit A [EC:5.6.2.2]	gyrA	714.9888054521066	974.727908552013
K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	spoT	117.33549369956461	82.90743667127086
K03767	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	PPIA	36.396068075438905	17.934396274554143
K07006	uncharacterized protein	K07006	39.919994353055664	0
K22306	glucosyl-3-phosphoglycerate phosphatase [EC:3.1.3.85]	gpgP	60.408886447312305	13.526724654935247
K00024	malate dehydrogenase [EC:1.1.1.37]	mdh	79.02619144738556	86.95057701482817
K06969	23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	rlmI	286.7321908576648	595.6755786386741
K07079	uncharacterized protein	K07079	240.92564006728048	319.46694622451577
K03634	outer membrane lipoprotein carrier protein	lolA	22.898096207397526	25.325687912855777
K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	trxB, TRR	803.1099339730873	685.8662739314339
K08364	periplasmic mercuric ion binding protein	merP	18.54398043471896	11.345460813421358
K03664	SsrA-binding protein	smpB	334.7853088407401	230.98517196592925
K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	metH, MTR	340.39152497845146	582.1128042175386
K05396	D-cysteine desulfhydrase [EC:4.4.1.15]	dcyD	33.593734476912985	2.012916447867231
K04940	opine dehydrogenase [EC:1.5.1.28]	odh	33.76264630616731	35.125368932255306
K07282	gamma-polyglutamate biosynthesis protein CapA	capA, pgsA	260.6488195003678	223.71162878966595
K07407	alpha-galactosidase [EC:3.2.1.22]	E3.2.1.22B, galA, rafA	199.20861351651538	271.16035318904187
K09952	CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	csn1, cas9	287.87063090087054	49.61563652090516
K01573	oxaloacetate decarboxylase (Na+ extruding) subunit gamma	oadG	53.874986911565465	33.61335675185968
K02914	large subunit ribosomal protein L34	RP-L34, MRPL34, rpmH	382.2516432202202	276.8929637810575
K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	ddl	319.3736400682045	361.2834115927641
K00819	ornithine--oxo-acid transaminase [EC:2.6.1.13]	rocD, OAT	47.603195180681844	14.274641511657174
K01480	agmatinase [EC:3.5.3.11]	speB	165.97328369468573	184.11930042643618
K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	E3.1.3.25, IMPA, suhB	125.50659789334784	36.94400737356566
K01053	gluconolactonase [EC:3.1.1.17]	gnl, RGN	59.616517727035095	16.253546026027415
K03550	holliday junction DNA helicase RuvA [EC:5.6.2.4]	ruvA	374.6441359726242	314.8020485859347
K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	gpmI	177.58990505379217	344.21005913293715
K00784	ribonuclease Z [EC:3.1.26.11]	rnz	257.04667119121814	346.60227434265164
K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	cydB	39.74200193181636	67.91177474043607
K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	cydA	51.63703758310524	58.17753979484744
K16937	thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2]	doxD	29.370677536794318	0
K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	lpxB	59.79868667123034	77.1837889710474
K03787	5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]	surE	51.41334366506613	40.0426804228191
K03980	putative peptidoglycan lipid II flippase	murJ, mviN	138.4768638849556	61.106195001886825
K18828	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]	mvpA, vapC	20.45679167688319	10.640230376021602
K01712	urocanate hydratase [EC:4.2.1.49]	hutU, UROC1	51.72186642672147	94.52000300944691
K00603	glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	fctD	53.942163959108484	64.76994524624851
K13990	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]	FTCD	40.93829958347267	47.41022766642495
K01468	imidazolonepropionase [EC:3.5.2.7]	hutI, AMDHD1	48.58712148211869	66.6084328307184
K01745	histidine ammonia-lyase [EC:4.3.1.3]	hutH, HAL	66.24746965516071	80.28182770803919
K03593	ATP-binding protein involved in chromosome partitioning	mrp, NUBPL	81.95512985972374	90.62745964064605
K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	trmB, METTL1, TRM8	374.1101764925833	325.04734757178267
K07098	uncharacterized protein	K07098	192.7889970834427	216.92093417518674
K04041	fructose-1,6-bisphosphatase III [EC:3.1.3.11]	fbp3	222.60803598057436	397.070730699611
K02015	iron complex transport system permease protein	ABC.FEV.P	357.8448361120332	938.8659516840268
K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]	ABC.FEV.A	294.17464278081434	543.8924715723526
K00528	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	fpr	163.63180228864266	271.18209343733315
K17722	dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]	preT	44.83482497175263	55.4544064329582
K07126	uncharacterized protein	K07126	288.02872065836357	536.2961560733875
K03978	GTP-binding protein	engB	292.7487260773082	232.14143353952406
K01270	dipeptidase D [EC:3.4.13.-]	pepD	272.0839986690102	146.85868758376083
K01274	beta-Ala-Xaa dipeptidase [EC:3.4.13.-]	pepV	226.2887163911105	33.417131119534695
K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	dapE	484.9300727892171	354.58320274905543
K03525	type III pantothenate kinase [EC:2.7.1.33]	coaX	451.2369329281664	565.1559253402759
K02238	competence protein ComEC	comEC	433.12392009710396	609.5955042479801
K02237	competence protein ComEA	comEA	301.19985741952496	196.27964352045652
K03442	small conductance mechanosensitive channel	mscS	269.4845790260574	124.83927648410871
K22044	moderate conductance mechanosensitive channel	ybiO	224.41022033841085	178.55429319041
K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	rlmB	370.50434440919145	287.167721171855
K01623	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	ALDO	159.4478619547038	2.583334315585596
K03977	GTPase	engA, der	384.42945396355907	330.9616833891848
K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	gpsA	596.8234796037422	326.0628588944444
K02025	multiple sugar transport system permease protein	ABC.MS.P	1246.6921298170912	750.65603975908
K10118	raffinose/stachyose/melibiose transport system permease protein	msmF	417.2658646566828	260.1592108170677
K02026	multiple sugar transport system permease protein	ABC.MS.P1	1224.1916472228243	615.8427527177728
K05813	sn-glycerol 3-phosphate transport system substrate-binding protein	ugpB	238.92783552650678	26.79052472962865
K01081	5'-nucleotidase [EC:3.1.3.5]	E3.1.3.5	186.26905377243432	72.72654950694906
K01119	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]	cpdB	263.71570580719316	392.4338305959314
K17240	inositol-phosphate transport system ATP-binding protein	inoK	175.47024807875263	18.464731138821936
K01174	micrococcal nuclease [EC:3.1.31.1]	nuc	154.9884691031458	6.856251167293884
K06200	carbon starvation protein	cstA	249.0394662948381	275.40958789411513
K03531	cell division protein FtsZ	ftsZ	396.82319902984943	406.7417086533156
K03590	cell division protein FtsA	ftsA	43.70199347769171	73.46165690345055
K03589	cell division protein FtsQ	ftsQ	207.758604671353	279.5619641643489
K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	murC	327.3616953779328	373.250479733121
K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	murG	239.25091757323472	519.6409190151604
K03588	cell division protein FtsW	ftsW, spoVE	408.7914661022833	745.6856751355158
K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	murD	247.96120102037364	387.5518529435078
K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	mraY	322.37259035184576	520.9105664866358
K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	murE	225.78746998491962	618.9775453173727
K03587	cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]	ftsI	334.76258984121483	691.6280949158461
K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	mraW, rsmH	397.6489919949809	362.46731537485977
K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	rsmD	178.82846913537023	287.64479113913853
K01144	@	@	27.615289956577406	58.86031367909107
K03734	FAD:protein FMN transferase [EC:2.7.1.180]	apbE	296.0103158273249	349.46565356531516
K02837	peptide chain release factor 3	prfC	209.02496287932922	322.80202474823506
K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	rfbD, rmlD	337.6550725960733	476.4846348257045
K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	mpl	59.72382425800515	12.982681275524637
K03885	NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]	ndh	25.437077936011928	4.342302263151776
K20968	AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA	exsA	48.71396892867266	29.233420712832938
K16213	cellobiose epimerase [EC:5.1.3.11]	cbe, mbe	54.761841012072395	68.80195049691692
K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family	TC.GPH	548.8749218060719	500.04443998098094
K16212	4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]	mgp	39.75203016488688	33.28009284255428
K19355	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	MAN	22.351584356645493	21.99129208306287
K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	argD	232.98800156989844	451.22669171862077
K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	argC	254.7741687065659	384.3487875600313
K01940	argininosuccinate synthase [EC:6.3.4.5]	argG, ASS1	319.46635086636786	483.21545193018835
K03402	transcriptional regulator of arginine metabolism	argR, ahrC	165.78483015750544	235.66452969339528
K01058	phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	pldA	23.708699183188827	4.302951767148433
K01966	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	PCCB, pccB	30.136302776224696	42.92890973298949
K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	accC	156.75390085131215	100.38155699290357
K01965	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	PCCA, pccA	42.89415577563662	38.39726416700019
K01960	pyruvate carboxylase subunit B [EC:6.4.1.1]	pycB	114.86730289055939	150.2373022203689
K07106	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	murQ	53.83749874436364	52.69223328784391
K06911	quercetin 2,3-dioxygenase [EC:1.13.11.24]	PIR	92.64000900465142	52.67989438076137
K02000	glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	proV	74.17912649833288	32.96302993309434
K02001	glycine betaine/proline transport system permease protein	proW	74.17912649833288	33.01490690933208
K02002	glycine betaine/proline transport system substrate-binding protein	proX	84.45122836415355	35.757872834994195
K02217	ferritin [EC:1.16.3.2]	ftnA, ftn	137.38687661424305	98.68583073896936
K13993	HSP20 family protein	HSP20	209.70795212577133	419.4465258893563
K03534	L-rhamnose mutarotase [EC:5.1.3.32]	rhaM	61.2668016632424	30.55826043499236
K02429	MFS transporter, FHS family, L-fucose permease	fucP	89.38854556204285	136.0122207910238
K02557	chemotaxis protein MotB	motB	32.965328089250505	19.777485693875654
K15876	cytochrome c nitrite reductase small subunit	nrfH	22.351584356645493	14.2090443393451
K03098	apolipoprotein D and lipocalin family protein	APOD	30.11059638307647	0
K07053	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	E3.1.3.97	252.14289629714767	264.845449442165
K09777	extracellular matrix regulatory protein A	remA	52.54712429685866	152.38596247192217
K00949	thiamine pyrophosphokinase [EC:2.7.6.2]	thiN, TPK1, THI80	386.1320256957943	242.29475574021467
K06390	stage III sporulation protein AA	spoIIIAA	127.81993786306307	219.02435199352007
K06392	stage III sporulation protein AC	spoIIIAC	89.5158138302606	192.64988320422407
K06393	stage III sporulation protein AD	spoIIIAD	94.0896675332248	193.77555739199843
K06394	stage III sporulation protein AE	spoIIIAE	117.05995499273862	212.22327453814148
K06396	stage III sporulation protein AG	spoIIIAG	109.35150680212213	203.9765863256544
K06397	stage III sporulation protein AH	spoIIIAH	103.09345216938259	195.35443928799356
K01409	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	OSGEP, KAE1, QRI7	442.56238842110815	539.0115580904703
K09775	uncharacterized protein	K09775	91.572132919078	175.30246187724282
K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	tlyA	157.55220791110085	214.6873410416226
K02755	beta-glucoside PTS system EIIA component [EC:2.7.1.-]	bglFa	242.4435615921884	301.51560928338836
K02756	@	@	245.54610452355996	308.186078174018
K02757	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	bglF, bglP	245.54610452355996	308.186078174018
K02777	sugar PTS system EIIA component [EC:2.7.1.-]	crr	109.83481634517969	186.19600493408686
K03210	preprotein translocase subunit YajC	yajC	199.48368447742095	384.9848204605829
K03584	DNA repair protein RecO (recombination protein O)	recO	212.4530589961903	263.651755682965
K01489	cytidine deaminase [EC:3.5.4.5]	cdd, CDA	260.86021838278435	446.9322627359096
K07402	xanthine dehydrogenase accessory factor	xdhC	218.19969575183433	411.3977860581904
K04085	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	tusA, sirA	105.03441347559908	183.97223342918338
K01008	selenide, water dikinase [EC:2.7.9.3]	selD, SEPHS	129.13595628477077	201.48461166523813
